date,ppo_phase5_fda,buy_hold_equal,equal_weight_monthly,momentum_20d,xph
2022-04-06,996867.7255802916,1055226.2853432216,1049542.4779059237,1104467.410937427,992139.0453586733
2022-04-07,1019777.7886486815,1073227.817366882,1066967.9167976277,1131303.5032381655,1000324.0300999116
2022-04-08,1035474.2826023863,1081660.1065513042,1075741.0348970979,1141272.1672653006,993000.326540619
2022-04-11,1041538.9904919432,1064647.8020764308,1059117.136450418,1119349.564852596,969091.0085672762
2022-04-12,1028700.6175671385,1056754.7025042246,1051114.1881305657,1109749.9353847096,963059.6163442064
2022-04-13,1021422.5106449889,1057940.9956106422,1053798.8201673063,1117844.234025676,978353.1791309033
2022-04-14,1027387.8180104063,1062314.6779145221,1057172.00069175,1125070.5670951407,973829.74317563
2022-04-18,1028365.6779270933,1050527.1701310922,1045773.2856884928,1114683.0553038423,942811.9337264516
2022-04-19,1015591.6033001707,1055062.0920565764,1051846.5319204994,1113903.7114364957,950781.792953856
2022-04-20,1018638.2622662352,1059156.8555644166,1055449.2285013313,1116023.6931513918,948412.2957952442
2022-04-21,1023033.842195587,1058521.3398513703,1054182.5921135885,1115754.229613869,927087.6870639705
2022-04-22,1019409.1715870665,1035517.3189682672,1030878.8052368377,1090157.0828370543,907486.1601143272
2022-04-25,1001138.8574314879,1047900.6112740287,1043619.1840965416,1096572.9822546067,913732.7644208544
2022-04-26,1015005.1602764891,1037791.3318257814,1032768.759313674,1084767.6720078618,894346.4495546686
2022-04-27,1007316.5288449095,1038228.7927907903,1033110.8264328042,1083020.8540932813,896285.1762678728
2022-04-28,1005572.2166806029,1045196.4107917408,1040220.4684100953,1091278.171412568,903824.4381891158
2022-04-29,1012907.1896267699,1019003.8058758017,1014560.8251951126,1068804.7637837227,889607.801515938
2022-05-02,994159.73019989,1015248.9436743635,1011065.1125426472,1059427.9707319112,892407.9825503342
2022-05-03,986379.9353581236,1017679.4401965048,1013685.7597810643,1056483.2812987892,897146.8902979346
2022-05-04,989633.0048695372,1034170.3237457119,1030363.16774677,1071195.0850893161,905978.4635554006
2022-05-05,1004449.0602627562,1021738.7956254028,1016508.6077034301,1063948.6522401818,876899.1211105566
2022-05-06,990429.7264080809,1021884.8285489406,1015791.4373309733,1066450.7132388372,853204.8420814247
2022-05-09,994758.3394184874,1017177.2399147118,1010918.9293622099,1065573.2024425305,821756.3487564619
2022-05-10,995654.982153015,1025085.2619601953,1019777.7127869934,1064507.629240088,839850.2657168016
2022-05-11,1000824.8055210875,1021967.678005869,1015646.4194478344,1080156.1163406423,822402.67756382
2022-05-12,1000151.5158634947,1038719.1627414352,1033255.7056232849,1100017.6926950125,842434.8018196243
2022-05-13,1020047.4339657591,1035985.6406545346,1031139.8063578227,1095409.5280670994,865267.2802490712
2022-05-16,1014307.7846241759,1046584.3901988454,1040905.3117674903,1105838.814871779,879699.3021449528
2022-05-17,1025721.0161572264,1056568.058887739,1051332.4501621106,1114908.9218832238,903393.4080348384
2022-05-18,1034658.0461483763,1041485.3258953448,1036113.6517706455,1097341.4774275478,875606.6366350874
2022-05-19,1022937.4401531981,1037241.3928156663,1032217.9140172485,1099270.2363172595,879914.6007980334
2022-05-20,1022732.0448933409,1051633.2464829942,1047750.8917087963,1127734.1762648607,892407.9825503342
2022-05-23,1041803.639410095,1054326.682228331,1050422.9110189609,1129982.7998781106,891977.03896568
2022-05-24,1049808.4113941954,1064597.579816387,1060962.7093249366,1141092.1268669378,879914.6007980334
2022-05-25,1060601.3071575926,1067089.4513528806,1063715.0957634114,1143552.88184016,884868.8937683377
2022-05-26,1059669.1453038023,1064680.5398381995,1061688.358561935,1136518.8403387705,894992.8649316499
2022-05-27,1055750.9609013365,1066283.1434712757,1063938.127315118,1140444.337841966,912655.6651680886
2022-05-31,1062040.5857373045,1055311.4550330006,1052752.6371566022,1136806.8416734743,905116.7495253388
2022-06-01,1054820.7359219359,1046729.8759509936,1044383.9891857483,1126652.5763205255,891331.0564368151
2022-06-02,1044408.1013775633,1040124.3416809875,1037695.9483810004,1113662.838453001,902316.2222124494
2022-06-03,1034983.1238270567,1042361.8374609823,1040321.2924580637,1117522.7111534453,907701.4587674078
2022-06-06,1036160.8756047057,1035967.674601159,1033219.2397070257,1105093.2742807472,901024.1705850965
2022-06-07,1030580.2180805968,1048690.0998095502,1046092.2420682594,1118063.9448916665,921271.853202851
2022-06-08,1039730.6758862303,1046523.0027990354,1044930.3783428668,1123744.89175299,912871.1369604159
2022-06-09,1032532.8915539549,1027175.2576639858,1024927.4825208789,1098042.1060735635,890469.25583713
2022-06-10,1011024.1451283263,1012832.7625415318,1009980.9062874843,1074070.4708988497,868713.8766604485
2022-06-13,997166.2537976073,989376.04570162,986076.3236025756,1043636.4275466233,833603.4017014048
2022-06-14,974138.7326527403,983950.2994561269,981086.8271855308,1042592.7911190767,830372.3636519776
2022-06-15,968954.242750244,990135.5087975822,987922.0543850622,1042592.7911190767,848250.6356807436
2022-06-16,975479.2200527953,981652.0710797075,978430.8991161863,1042592.7911190767,829510.8227611624
2022-06-17,966383.4267788695,989066.8646403415,986825.4903964325,1042592.7911190767,844588.7406162856
2022-06-21,965828.941061096,1019494.8736616,1016941.9466278898,1068138.7629071968,859838.7588824761
2022-06-22,993698.3323689268,1032333.9623839498,1029772.1140777032,1067912.5693535577,871952.4462671005
2022-06-23,1008045.744463043,1052114.7108129296,1049533.1462578243,1089418.4964263164,902019.7212527386
2022-06-24,1029802.7122593687,1067054.9930214575,1064185.6140148162,1101850.6647523714,912835.1239971342
2022-06-27,1045645.4387341307,1072649.7155433258,1069416.2600301453,1108355.634910645,940739.3703756671
2022-06-28,1049026.6286831663,1051175.9625424764,1046945.3611722948,1072733.1554086618,915431.0007206054
2022-06-29,1027917.547651367,1056501.6160017245,1052634.7347262965,1074240.394768427,918242.7820845203
2022-06-30,1032967.846605377,1052519.6130127853,1049315.403439652,1065593.5607923588,908508.9802133007
2022-07-01,1033353.4786511229,1061730.8928266594,1059210.7315205482,1077991.5007038794,922136.7703089738
2022-07-05,1041781.9174710081,1059502.314167013,1057227.414437416,1081755.6347166898,938143.5802218191
2022-07-06,1038553.4747334288,1063739.338619535,1062266.923686696,1086150.5373724706,944416.761402691
2022-07-07,1044557.343694763,1064671.9442085999,1064014.602709301,1087745.0798251014,956097.7738101957
2022-07-08,1049116.119577484,1066100.6612710273,1065389.7715099796,1090273.5197062574,953285.4730285413
2022-07-11,1048270.9099674986,1066245.5004004978,1064562.6681076824,1091250.936188844,933601.185519049
2022-07-12,1050142.086412506,1058620.855120015,1057039.080739167,1087263.7770706029,924299.6257768326
2022-07-13,1039992.4561940001,1056496.757071002,1054912.8366155329,1085419.7245949493,925380.9669411386
2022-07-14,1039191.1653462218,1052477.725755594,1050726.0660556771,1084685.6464427104,922352.9346582872
2022-07-15,1035365.8706074522,1067897.8973663894,1065725.3897370778,1101111.3098295196,934466.3623340416
2022-07-18,1047364.0585270689,1043489.4243442104,1041777.5953122949,1076792.039467511,916512.4284545348
2022-07-19,1023194.6957150267,1049095.2009406062,1048804.149271449,1087191.4120115319,940090.5310492342
2022-07-20,1028204.379720764,1032117.4460291013,1030864.8512759758,1056634.3734783956,940955.707864227
2022-07-21,1015613.57678421,1036488.4943068168,1035724.8293357949,1056937.5734073797,945714.6997644268
2022-07-22,1017050.7130604552,1033506.4845743224,1031764.6586234818,1044388.4721869753,924732.3873235754
2022-07-25,1018158.0105229185,1039236.9945480978,1037532.2113909321,1055378.200660437,923218.1980429032
2022-07-26,1024133.352377014,1047638.9187618783,1045878.8869670668,1065204.0586234161,927111.7534192405
2022-07-27,1031636.5534039305,1050985.3105151306,1049038.013766302,1062869.9258441625,935980.4650450906
2022-07-28,1030447.2874089049,1044826.3844996245,1043085.1391721015,1055818.336018139,932519.5846458732
2022-07-29,1022042.4608021544,1033784.3690455349,1032849.7696532399,1052561.2290859632,927328.0909078002
2022-08-01,1016660.8484288023,1024505.7867654735,1023389.7872007269,1033786.4711972327,910888.6060178354
2022-08-02,1012379.9341641234,1018501.7178322007,1017474.0808772417,1025479.327367416,923650.613311153
2022-08-03,1003155.4835835265,1029214.7821331343,1029643.819653747,1024453.8480400486,933601.185519049
2022-08-04,1014965.1343174742,1023030.9961285767,1024242.2539401327,1022766.6669220842,936413.2265918335
2022-08-05,1008268.5663243101,1019940.2499778753,1020710.4343529713,1021743.900255162,956313.9381595091
2022-08-08,1003877.5322056578,1028544.6620186454,1028622.3832085703,1021743.900255162,953934.4854942207
2022-08-09,1008820.32861145,1034341.8125250346,1033994.4515179951,1020862.9010645758,936629.5640803934
2022-08-10,1014172.556711273,1040860.7700582149,1041261.9252223292,1035585.3969300754,959991.1560472866
2022-08-11,1020297.2505169676,1029571.9648195129,1029286.0905268895,1021606.3165846227,945282.024787307
2022-08-12,1003197.1386624144,1040911.2971021164,1040764.9585853647,1028764.7230780403,959125.8060930471
2022-08-15,1015389.7158032225,1045501.6068866107,1046965.5397215028,1057846.8546300817,957828.040870558
2022-08-16,1023382.8978977965,1046215.4808158946,1047520.5740058314,1056343.718225254,944632.839182381
2022-08-17,1027698.6770268248,1043511.378548699,1044166.0403876404,1055153.6079409786,934033.8604961686
2022-08-18,1025092.122072296,1038345.0496412078,1038474.2821908651,1046042.2544605727,934899.2104504079
2022-08-19,1019324.070005493,1045388.7057942466,1044904.0200188347,1053364.0859436076,955664.9256938295
2022-08-22,1028200.282228546,1032578.5593630829,1031684.9277227911,1033292.8848176907,948310.4033486516
2022-08-23,1018490.1172314452,1017885.7453705965,1016945.7424059345,1017124.2628374229,947012.6381261625
2022-08-24,1006665.184660034,1013453.3698787342,1012429.0630191108,1014810.9772348347,956962.8640555652
2022-08-25,1002795.9636860655,1017724.0535387273,1017262.0052661512,1014332.3479289666,963019.5346086309
2022-08-26,1008449.3503056334,999828.0087187837,998624.6456336702,997928.7904705642,934466.3623340416
2022-08-29,990489.378976898,983670.21211715,984081.2940317271,998209.54665085,914133.1489284931
2022-08-30,981052.8860569762,981406.3103979428,981649.9570160588,999008.7508163123,899640.2685874504
2022-08-31,976700.6541806029,978102.322572775,978723.098434298,1014513.353320262,898775.0052028344
2022-09-01,971782.613969879,1002267.3111716014,1002933.1059342149,1038169.8244139318,910023.2560635961
2022-09-02,995405.2866154478,987971.8169116285,988163.1928852752,1022718.516577266,902668.5605791715
2022-09-06,980413.4562397765,988544.7266364049,988442.8486847756,1014473.2365101433,895962.8775604265
2022-09-07,980638.583009796,999062.8643326702,999740.6642426031,1036878.6568564902,916728.852512718
2022-09-08,989886.4408055113,1010762.1484780739,1012373.0944106885,1041839.6269818374,931221.7328537608
2022-09-09,998442.3181095885,1018610.6616635215,1020687.6328460464,1044720.1678369035,945282.024787307
2022-09-12,1004186.6456776427,1024724.911301879,1027113.3219052205,1044283.050815987,955016.0863673966
2022-09-13,1004053.1017933653,992805.3495417234,994425.0140056582,1007347.1638542194,925813.7284878815
2022-09-14,971277.6507321165,999507.9747365717,1001054.0228601642,1006339.8166903652,934682.6132529783
2022-09-15,981953.5081692503,1005285.1718648588,1006626.7277272048,1006339.8166903652,927544.5149659833
2022-09-16,980274.2996922301,1013738.4032778244,1015032.480448215,1016267.898464304,914133.1489284931
2022-09-19,990727.4013386534,1006236.074305991,1008061.0554504644,1010095.2481164786,910053.6420013651
2022-09-20,983786.4661885069,994358.0350062997,995544.6478298913,996764.8014640126,902025.0019997583
2022-09-21,972118.8959217833,980533.7587507803,981216.7411343527,983297.4471104805,879241.3488378375
2022-09-22,957195.6050320433,998467.7239205604,998260.3294698722,994848.7870270589,887703.8757912896
2022-09-23,974954.4515782164,991873.6316707585,991329.936654887,990649.3314490292,863835.0724016387
2022-09-26,968861.7934895323,984612.1740712329,983983.0436131759,976535.0744181765,859061.190526236
2022-09-27,963563.5306835936,986051.3703126034,985852.4163894375,976428.3086252282,861448.0881791257
2022-09-28,962770.6288548277,1041186.6475782599,1049443.6481283882,996997.0563420322,884232.0010499164
2022-09-29,975635.326948242,1027174.4599735327,1034061.5482481391,975597.5149150931,873165.4598284052
2022-09-30,967614.4161854552,1012401.5201472668,1019989.9971082326,956742.230917744,871429.479172907
2022-10-03,957330.0488529967,1020859.7180740945,1027704.0352033378,947504.296037429,879458.2923137601
2022-10-04,968063.6244335936,1038081.5592983941,1045552.5820478102,956705.6736872784,901808.0585238356
2022-10-05,983882.3912792967,1036455.5995953399,1043778.0717678448,950961.45138218,898336.1837824623
2022-10-06,982700.092649536,1023657.6073030632,1030455.4802590363,941305.6034415379,900289.1944835065
2022-10-07,968023.6401577757,1013842.0064272848,1020141.9411127832,929856.4176853775,882929.9073462636
2022-10-10,959766.2317028807,1015018.1940467436,1020795.3607173843,930262.9093971129,871212.6222666076
2022-10-11,968039.1695118712,1032856.8994579136,1038629.8407215831,931275.7448815524,874684.4970079807
2022-10-12,986849.2675038145,1029662.0835935534,1035679.8994707254,929283.9371206717,873382.3167347044
2022-10-13,985773.8421498106,1057552.6136444705,1063257.7848063018,962804.1717550152,885750.9516598686
2022-10-14,1005286.1279965208,1052541.279370562,1058296.89510672,955007.3081877423,881410.9567363113
2022-10-17,1002108.721681671,1065928.1457599576,1071603.8765123948,969639.2250713268,894430.4220892437
2022-10-18,1015222.5409146117,1069031.3637564604,1074899.1179853578,971162.2130697527,904412.1593615179
2022-10-19,1018155.3761769102,1054506.9068451046,1060120.5553455362,954514.1595306552,879458.2923137601
2022-10-20,1003849.7639637755,1050603.172516873,1056412.746900417,950308.0160305756,870344.67522367
2022-10-21,1002021.8837376402,1078265.1594119805,1084756.3987828828,971354.5971583909,887052.8722242749
2022-10-24,1030234.9971638487,1100460.8546761058,1106905.1257913387,997632.0703054596,891392.6074389623
2022-10-25,1050632.259321289,1099233.258279367,1105909.5669762637,995817.1743173201,901157.1415264441
2022-10-26,1051714.2946453856,1118119.9757574266,1124664.5631003277,1015047.1948079763,912440.626223878
2022-10-27,1065787.1511021422,1118854.7730524628,1124762.969769737,1016702.7128952863,899855.2209620378
2022-10-28,1067037.1672650145,1148491.2411696184,1157259.6087079742,1072333.9599718822,919384.0294281314
2022-10-31,1106882.6276493834,1142887.6357765081,1150648.6375756504,1065690.012862924,918299.2254788943
2022-11-01,1098321.777376251,1144895.7898448785,1154049.8541251353,1066866.4741599238,926544.808956424
2022-11-02,1103170.6702633665,1132197.3403394283,1140544.942223943,1055052.2782539597,908751.8080065821
2022-11-03,1088776.7130451964,1135166.8655514482,1143539.3844036604,1055795.5288587804,907016.0004903304
2022-11-04,1088163.3598805235,1143572.983525848,1152279.0062421202,1065479.4573164445,902025.0019997583
2022-11-07,1097796.9772854613,1157342.4837530067,1165633.496965827,1084079.8401707367,907232.9439662531
2022-11-08,1110518.407857971,1173862.771364679,1181437.9985465785,1110409.2981445612,912440.626223878
2022-11-09,1130726.3063069151,1166896.9846623733,1173963.0653746438,1106420.2031320527,888571.7362646038
2022-11-10,1124368.3696842955,1177146.6816213496,1184952.0902446832,1107557.0761958594,919167.172521832
2022-11-11,1132460.4032192992,1155098.378978247,1164429.8284009735,1080565.9413115496,931101.747355904
2022-11-14,1109595.8939801024,1174124.9546449648,1184394.0134257178,1097131.8820991209,932620.5248266098
2022-11-15,1129209.435682373,1172398.4984405846,1182493.6556759109,1090638.8124471023,930016.7702674204
2022-11-16,1123900.6961079405,1172270.0148646454,1181923.3770379499,1088944.4254457431,907883.687824398
2022-11-17,1125319.4825726317,1184672.237972178,1193821.0732934864,1098436.0362516432,902459.1486604736
2022-11-18,1139233.77033432,1192374.1900680307,1201145.985642968,1099441.602499063,912223.7693175785
2022-11-21,1145594.9053288267,1201575.6283342175,1209782.674346027,1102226.296443745,903109.9790882417
2022-11-22,1152598.300359802,1212320.8040069027,1221163.791261891,1110844.0224480755,911355.6491353946
2022-11-23,1162219.4376812743,1208594.0015439906,1217349.8768504285,1103013.6585920113,907883.687824398
2022-11-25,1158730.026899414,1213712.8012578099,1222613.0401621151,1110288.8466977712,916129.3578715508
2022-11-28,1164635.7613507078,1205538.3226753783,1214466.5809210455,1091693.0084235708,917648.3950511263
2022-11-29,1165484.5020008849,1205002.408486587,1213729.1861308091,1093362.395679299,915695.384350082
2022-11-30,1165287.5612431334,1228735.058151904,1237574.842763965,1113310.5144397141,931318.77740145
2022-12-01,1182386.9949284361,1230764.0040743288,1240313.876372912,1113564.0313405045,936309.4296135289
2022-12-02,1186491.648748474,1233612.1393923194,1242929.2776990116,1123809.1315207242,945856.8470858413
2022-12-05,1188840.5262852476,1227084.7836763018,1236361.9983835004,1119929.8651858536,927195.8125234387
2022-12-06,1184907.9436245726,1217508.0448244708,1226139.2476984868,1115679.1979128136,912874.5131757235
2022-12-07,1172678.4636631773,1224531.2606026554,1233333.2490137608,1122736.8064395592,919384.0294281314
2022-12-08,1181082.379381256,1231121.8155401142,1240870.3760521135,1133817.2287080458,923723.9377820655
2022-12-09,1193648.1379681395,1212919.986731632,1223362.1087658803,1118904.1725166384,907232.9439662531
2022-12-12,1176907.0367680357,1220728.8758494486,1231742.8079069825,1127897.7924010758,919601.3191825473
2022-12-13,1181927.3546467589,1221482.2794962013,1233225.6174588276,1139945.090624073,927629.6994752842
2022-12-14,1189664.159029083,1225955.2341908545,1238532.4956269944,1154926.9227974995,925026.0314857183
2022-12-15,1200193.5975476073,1203919.8154217047,1216579.5842838117,1138043.109373198,902459.1486604736
2022-12-16,1179966.235052185,1192979.6220517699,1204073.8677817124,1114823.244567233,896817.4928813799
2022-12-19,1168155.3069821165,1191538.325800074,1202624.9816204805,1117689.4913281205,883387.860653379
2022-12-20,1166178.6107502745,1188198.4667674499,1199359.896000827,1110464.5792478987,887966.0086105609
2022-12-21,1162327.0386219786,1197231.85873151,1208366.2488661734,1120649.9863111167,894724.4125298796
2022-12-22,1172583.3387089537,1195225.5049625067,1206167.1378713439,1123383.5846173812,889928.1956916723
2022-12-23,1171192.5519657896,1192455.6845442161,1203636.6488312231,1126458.68156367,887966.0086105609
2022-12-27,1171933.7556248473,1188490.2795028805,1199116.0824131693,1122006.8275817381,878373.4017949
2022-12-28,1169657.555387573,1181110.1696441583,1191825.1848452669,1114379.841302521,873359.2026452906
2022-12-29,1161804.9647084044,1186335.7352674166,1197549.6578569792,1118141.4651291883,892762.3120183916
2022-12-30,1167667.6728764342,1185682.6069745827,1196713.0084392102,1115747.0440211424,892762.3120183916
2023-01-03,1167375.274263458,1184994.771006083,1196097.7112917034,1116175.4421305652,885131.8057142184
2023-01-04,1168119.73202713,1188279.932520115,1198405.447177591,1108593.0094325473,898212.5623604282
2023-01-05,1170684.0890751646,1190802.8153182333,1200013.9596220164,1111103.1868320224,890146.2645726976
2023-01-06,1173813.034444885,1214655.349513141,1224460.8093378332,1121474.726837722,901918.8676416253
2023-01-09,1196444.7829266356,1178470.8667106507,1187905.727595178,1077978.5192462734,902790.8834568566
2023-01-10,1156226.0948582457,1185794.027669035,1194777.4252517652,1080735.1677547814,909985.4251382257
2023-01-11,1161258.9695606993,1185239.8157411846,1194217.9802471823,1083270.8420450874,915217.5200296137
2023-01-12,1160159.8427830504,1180058.0930868825,1189206.7557739476,1090097.8849004325,922848.1994730334
2023-01-13,1156929.7432461546,1185433.5095021992,1194367.0065729495,1094779.4898864895,932004.4953873974
2023-01-17,1160009.9198017882,1174345.4548039685,1182776.6026355065,1080266.9496472368,928516.4321264719
2023-01-18,1142154.976633148,1154281.2507332829,1162328.6361177764,1059815.4150199776,919795.9276956655
2023-01-19,1121575.6044407652,1155517.9168596622,1163023.9895674852,1058755.5996049577,920667.9435108969
2023-01-20,1121837.9602185057,1159505.086216599,1167220.9327820477,1060757.7247957007,931786.5996456186
2023-01-23,1121109.5349713133,1158170.3009290136,1166043.757437398,1054102.2691001066,947919.4549299496
2023-01-24,1118485.2029896544,1153183.358167598,1161338.8527202085,1046345.8080436772,936800.9719344742
2023-01-25,1114520.9904232787,1155385.5993811237,1163847.8777352264,1046946.8132448923,940289.0351953998
2023-01-26,1115429.8265171812,1148367.385151988,1157102.2962986103,1043862.0812841215,942251.3088461342
2023-01-27,1105835.2520352171,1140653.832675829,1149503.5319682918,1036710.7648815551,946611.3013526677
2023-01-30,1098237.3063641356,1131167.315190595,1138950.5415627223,1026308.0159499195,935710.8872382179
2023-01-31,1088252.6768818663,1143244.588135414,1151174.2667676297,1039626.419814354,949227.6085072316
2023-02-01,1098372.616628723,1136172.6786170935,1144276.4081505234,1030717.0342997789,955114.0831809419
2023-02-02,1093655.9892254637,1126387.1387843457,1136310.7268067452,1015279.1235628491,964706.4302877332
2023-02-03,1080774.1457196043,1130885.597215703,1140220.885689906,1019110.4644207278,955114.0831809419
2023-02-06,1083118.4661961363,1136063.759331664,1144285.1895654257,1028011.9615990545,953369.964980856
2023-02-07,1086312.8083897398,1139707.1542137817,1147174.21594024,1033559.4173737576,960782.3158343806
2023-02-08,1089373.19371994,1134125.1381347699,1141858.4044454219,1020265.9438134864,946611.3013526677
2023-02-09,1089948.9749775694,1130988.104439804,1138025.483638594,1007402.641012713,935274.7494761674
2023-02-10,1083907.76069458,1143799.942217036,1150700.4592458282,1003940.5730338664,932222.6508380459
2023-02-13,1096966.0246258543,1154021.5268834638,1160535.0150046125,1013227.833338297,937018.7811066299
2023-02-14,1103635.889272766,1144222.3614067556,1150946.50942136,999722.4335192005,935492.9049268158
2023-02-15,1094699.2948704527,1129551.6108784368,1136264.1658704667,991048.4705854771,936800.9719344742
2023-02-16,1084324.6365528868,1112948.5776348705,1119871.6714546916,975381.7057034372,925900.2981111548
2023-02-17,1069409.607568817,1132933.3267891754,1139253.9164407027,986005.5971524364,944431.3916690242
