nct_id,ticker,brief_title,official_title,lead_sponsor,collaborators,study_type,overall_status,phases,interventions,conditions,start_date,primary_completion_date,completion_date,results_first_posted_date,last_update_posted_date,source
NCT06809140,MRK,Enfortumab Vedotin Plus Pembrolizumab With Selective Bladder Sparing for Treatment of Muscle-invasive Bladder Cancer,Phase 2 Trial of Enfortumab Vedotin Plus Pembrolizumab With Selective Bladder Sparing for Treatment of Muscle-invasive Urothelial Cancer of the Bladder,Matthew Galsky,Seagen Inc.|Astellas Pharma Inc|Merck Sharp & Dohme LLC|Icahn School of Medicine at Mount Sinai,INTERVENTIONAL,RECRUITING,PHASE2,Enfortumab vedotin|Pembrolizumab,Muscle Invasive Bladder Urothelial Carcinoma,2025-04-07,2027-11-01,2029-11-01,,2026-02-23,clinicaltrials.gov_api_v2
NCT06822543,MRK,"A Single Arm, Phase 2 Study of Datopotamab Deruxtecan, Carboplatin, and Pembrolizumab for Treatment-naive Brain Metastases From NSCLC (Non-small Cell Lung Cancer)","A Single Arm, Phase 2 Study of Datopotamab Deruxtecan, Carboplatin, and Pembrolizumab for Treatment-naive Brain Metastases From NSCLC (Non-small Cell Lung Cancer)",Latin American Cooperative Oncology Group,Merck Sharp & Dohme LLC|AstraZeneca,INTERVENTIONAL,RECRUITING,PHASE2,Pembrolizumab|Datopotamab deruxtecan|Carboplatin,Lung Cancer|Non Small Cell Lung Cancer|Brain Metastases,2025-09-30,2028-06-30,2028-11-01,,2025-09-29,clinicaltrials.gov_api_v2
NCT06829199,MRK,A Clinical Study of Boserolimab (MK-5890) With Pembrolizumab and Chemotherapy in People With Early Triple-Negative Breast Cancer (MK-5890-003),"A Phase 2, Umbrella Study to Evaluate the Safety, Tolerability, and Clinical Activity of Investigational Agents for Newly Diagnosed, High-Risk, Early-Stage Triple-Negative Breast Cancer",Merck Sharp & Dohme LLC,,INTERVENTIONAL,WITHDRAWN,PHASE2,Pembrolizumab|Paclitaxel|Carboplatin|Doxorubicin (hydrochloride)|Boserolimab|Epirubicin Hydrochloride|Cyclophosphamide|Capecitabine|Olaparib (if approved/available locally),Early Triple Negative Breast Cancer,2025-03-26,2029-01-18,2031-03-18,,2026-02-19,clinicaltrials.gov_api_v2
NCT06841354,MRK,"A Study of Sacituzumab Tirumotecan (Sac-TMT, MK-2870) as Monotherapy and in Combination With Pembrolizumab (MK-3475) in Participants With Triple-Negative Breast Cancer (MK-2870-011/TroFuse-011)","A Phase 3, Randomized, Open-label Study Comparing Efficacy and Safety of Sacituzumab Tirumotecan (Sac-TMT, MK-2870) as a Monotherapy and in Combination With Pembrolizumab (MK-3475) Versus Treatment of Physician's Choice in Participants With Previously Untreated Locally Recurrent Unresectable or Metastatic Triple-Negative Breast Cancer Expressing PD-L1 at CPS Less Than 10 (TroFuse-011)",Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE3,Sacituzumab tirumotecan|Pembrolizumab|Rescue Medication|Paclitaxel|Nab-paclitaxel|Gemcitabine|Carboplatin,Triple Negative Breast Neoplasms,2025-03-16,2030-05-18,2030-05-18,,2026-04-02,clinicaltrials.gov_api_v2
NCT06843447,MRK,A Clinical Study of Raludotatug Deruxtecan in People With Ovarian Cancer (MK-5909-003),"A Phase 1b/2 Open-label, Multicenter Study to Evaluate the Safety and Efficacy of Raludotatug Deruxtecan With or Without Other Anticancer Investigational Agents in Participants With High-grade Serous Epithelial Ovarian, Primary Peritoneal, or Fallopian Tube Cancer Who Have Relapsed After Prior Platinum-based Chemotherapy",Merck Sharp & Dohme LLC,Daiichi Sankyo,INTERVENTIONAL,RECRUITING,PHASE1|PHASE2,Raludotatug Deruxtecan|Carboplatin|Paclitaxel|Bevacizumab|Rescue Medication|Pembrolizumab,Ovarian Cancer Recurrent,2025-04-15,2029-03-27,2029-03-27,,2026-03-27,clinicaltrials.gov_api_v2
NCT06894771,MRK,A Study of MK-4700 Alone or With Pembrolizumab in Participants With Advanced or Metastatic Solid Tumors (MK-4700-001),"A Phase 1 Open-label, Multicenter Study to Assess the Safety, Tolerability, Pharmacokinetics, and Pharmacodynamics of MK-4700 as Monotherapy and in Combination With Pembrolizumab in Participants With Advanced or Metastatic Solid Tumors",Merck Sharp & Dohme LLC,,INTERVENTIONAL,COMPLETED,PHASE1,MK-4700|Pembrolizumab,Malignant Neoplasm,2025-04-23,2025-12-08,2025-12-08,,2026-03-16,clinicaltrials.gov_api_v2
NCT06899126,MRK,"Study of Trastuzumab Deruxtecan, Pembrolizumab, and Platinum-based Chemotherapy in First-line HER2 Overexpressing Non-small Cell Lung Cancer","A Phase 3, Multicenter, Randomized, Open-label Trial of Trastuzumab Deruxtecan in Combination With Pembrolizumab Versus Platinum-based Chemotherapy in Combination With Pembrolizumab, as First-line Therapy in Participants With Locally Advanced Unresectable or Metastatic HER2 Overexpressing and PD-L1 TPS <50% Non-squamous Non-small Cell Lung Cancer (DESTINY-Lung06)",Daiichi Sankyo,Merck Sharp & Dohme LLC,INTERVENTIONAL,RECRUITING,PHASE3,Trastuzumab Deruxtecan|pembrolizumab|Pemetrexed|Chemotherapy,Non-small Cell Lung Cancer,2025-10-24,2030-03-05,2032-07-05,,2026-01-08,clinicaltrials.gov_api_v2
NCT06906822,MRK,PLUG-IN: Pembrolizumab Combined With Enfortumab Vedotin for Advanced Melanoma Patients,"A Phase II, Open-label, Multicenter, Non-Randomized Study of the Efficacy and Safety of Enfortumab Vetodin in Combination With Pembrolizumab Previously Treated Advanced Melanoma",Grupo Español Multidisciplinar de Melanoma,Merck Sharp & Dohme LLC|Astellas Pharma Inc,INTERVENTIONAL,RECRUITING,PHASE2,enfortumab vedotin|pembrolizumab,Melanoma,2025-06-10,2027-06-01,2028-06-01,,2025-09-18,clinicaltrials.gov_api_v2
NCT06951399,MRK,Tracking T-Cell Responses to Evaluate Pembrolizumab Effectiveness in Advanced Non-Small Cell Lung Cancer,T-Cell Repertoire Sequencing: Assessing Pembrolizumab Efficacy in Advanced Non-Small Lung Cancer,Rabin Medical Center,MSD Pharmaceuticals LLC,INTERVENTIONAL,NOT_YET_RECRUITING,PHASE2,Pembrolizumab (KEYTRUDA®),NSCLC (Advanced Non-small Cell Lung Cancer)|NSCLC Stage IV Without EGFR/ALK Mutation|NSCLC Adenocarcinoma,2025-09-01,2027-08-30,2028-04-30,,2025-07-22,clinicaltrials.gov_api_v2
NCT06952504,MRK,A Study to Compare Sacituzumab Tirumotecan (MK-2870) in Combination With Pembrolizumab (MK-3475) Versus Pembrolizumab Alone as Treatment in Participants With Mismatch Repair Proficient Endometrial Cancer (MK-2870-033/TroFuse-033/GOG-3119/ENGOT-en29),"A Phase 3 Randomized, Open-label, Multicenter Study to Compare the Efficacy and Safety of Sacituzumab Tirumotecan (Sac-TMT, MK-2870) in Combination With Pembrolizumab Versus Pembrolizumab Alone as First-line Maintenance Treatment in Participants With Mismatch Repair Proficient Endometrial Cancer (TroFuse-033/GOG-3119/ENGOT-en29)",Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE3,Pembrolizumab|Carboplatin|Paclitaxel|Docetaxel|Sacituzumab Tirumotecan,Endometrial Cancer,2025-05-22,2032-05-24,2032-05-24,,2026-04-02,clinicaltrials.gov_api_v2
NCT06961006,MRK,A Clinical Study of V940 and Pembrolizumab (MK-3475) in People With Melanoma (V940-012/INTerpath-012),"A Phase 2, Randomized, Double-Blind, Placebo- and Active-Comparator-Controlled Clinical Study of V940 (mRNA-4157) Plus Pembrolizumab Versus Placebo Plus Pembrolizumab in Participants With First-Line Advanced Melanoma (INTerpath-012)",Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE2,V940|Pembrolizumab|Placebo,Malignant Melanoma,2025-05-29,2028-07-22,2031-09-05,,2026-03-09,clinicaltrials.gov_api_v2
NCT06966700,MRK,"A Clinical Study of Sacituzumab Tirumotecan (Sac-TMT, MK-2870) in People With Breast Cancer (MK-2870-032)","A Phase 3, Randomized, Open-label Study to Evaluate the Efficacy and Safety of Sac-TMT (Sacituzumab Tirumotecan, MK-2870) Followed by Carboplatin/Paclitaxel vs Chemotherapy, Both in Combination With Pembrolizumab as Neoadjuvant Therapy for High-Risk, Early-Stage, Triple-Negative Breast Cancer or Hormone Receptor-low Positive/Human Epidermal Growth Factor Receptor-2 Negative Breast Cancer",Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE3,Sacituzumab tirumotecan|Pembrolizumab|Rescue Medication|Carboplatin|Paclitaxel|Doxorubicin|Epirubicin|Cyclophosphamide|Capecitabine|Olaparib,Breast Neoplasms|Triple Negative Breast Neoplasms|HR Low-Positive/HER2-Negative Breast Neoplasms,2025-06-30,2033-03-23,2034-12-29,,2026-04-02,clinicaltrials.gov_api_v2
NCT06976944,MRK,Pembrolizumab + Paclitaxel +/- Bevacizumab for Triple-negative Breast Cancer,Randomized Phase II Study of Pembrolizumab + Paclitaxel +/- Bevacizumab in Patients With Recurrent Triple-Negative Breast Cancer Who Received Perioperative Immunotherapy,Yukinori Ozaki,Merck Sharp & Dohme LLC,INTERVENTIONAL,RECRUITING,PHASE2,Pembrolizumab|Paclitaxel|Bevacizumab,Recurrent Triple-Negative Breast Cancer,2025-06-24,2028-09-01,2028-09-01,,2026-02-23,clinicaltrials.gov_api_v2
NCT07007273,MRK,Pembrolizumab for Advanced Cutaneous Sarcomas Not Including Angiosarcoma,Pembrolizumab for Advanced Cutaneous Sarcomas Not Including Angiosarcoma,H. Lee Moffitt Cancer Center and Research Institute,Merck Sharp & Dohme LLC,INTERVENTIONAL,RECRUITING,PHASE2,Pembrolizumab,Cutaneous Sarcoma,2025-06-20,2030-07-01,2030-07-01,,2026-04-01,clinicaltrials.gov_api_v2
NCT07011849,MRK,Study of Lenvatinib Plus Pembrolizumab in IO Refractory mRCC Patients With Brain Metastases,"A Multi-center, Open-label Phase II Study of Lenvatinib Plus Pembrolizumab (LEAP) in Renal Cell Carcinoma Patients With Brain Metastasis Previously Treated With Immune Checkpoint Blockade",M.D. Anderson Cancer Center,Merck Sharp & Dohme LLC,INTERVENTIONAL,WITHDRAWN,PHASE2,Pembrolizumab|Lenvatinib,Renal Cell Carcinoma|Brain Metastasis,2025-06-04,2025-08-07,2025-08-07,,2025-08-13,clinicaltrials.gov_api_v2
NCT07015853,MRK,ASTRAEA: ReinvigorAting ReSponse To ImmunotheRApy in MEtAstatic TNBC With Combination Myeloid Inhibition and Radiation,IIT2024-02-SHIAO-ASTRAEA: ReinvigorAting ReSponse To ImmunotheRApy in MEtAstatic TNBC With Combination Myeloid Inhibition and Radiation,Stephen Shiao,Merck Sharp & Dohme LLC|Incyte Corporation,INTERVENTIONAL,NOT_YET_RECRUITING,PHASE2,Pembrolizumab|Radiotherapy|Axatilimab,TNBC - Triple-Negative Breast Cancer|Breast Cancer,2025-09-01,2032-12-01,2032-12-01,,2025-08-27,clinicaltrials.gov_api_v2
NCT07018570,MRK,An Open Label Phase 2 Study of Total Neoadjuvant Therapy (TNT) Consisting of FLOT With Pembrolizumab and Short Radiation for Patients With Locally Advanced Gastroesophageal Junction Adenocarcinoma,An Open Label Phase 2 Study of Total Neoadjuvant Therapy (TNT) Consisting of FLOT With Pembrolizumab and Short Radiation for Patients With Locally Advanced Gastroesophageal Junction Adenocarcinoma,National Cancer Center Hospital East,Merck Sharp & Dohme LLC,INTERVENTIONAL,RECRUITING,PHASE2,Pembrolizumab|Docetaxel|Oxaliplatin|Levofolinate|Fluorouracil (5-FU)|Radiation Therapy,Gastroesophageal Junction (GEJ) Adenocarcinoma,2025-07-24,2030-06-01,2031-06-01,,2025-08-26,clinicaltrials.gov_api_v2
NCT07027124,MRK,"Neoadjuvant ADT + Darolutamide With Pembrolizumab, Followed by Adjuvant Pembrolizumab in Molecularly Stratified High-Risk Prostate Cancer","Neoadjuvant ADT and Darolutamide With Pembrolizumab, Followed by Adjuvant Pembrolizumab in NCCN High-risk and Molecularly Stratified Prostate Cancer Patients",Icahn School of Medicine at Mount Sinai,Merck Sharp & Dohme LLC|Bayer,INTERVENTIONAL,RECRUITING,PHASE2,Darolutamide|Pembrolizumab|Lupron,Prostate Cancer|High-risk Prostate Cancer,2026-03-19,2026-12-01,2031-05-02,,2026-03-19,clinicaltrials.gov_api_v2
NCT07082439,MRK,Pembrolizumab and Odetiglucan in Liver Predominant Metastatic Colorectal Adenocarcinoma,Phase II Trial of Pembrolizumab in Combination With Odetiglucan for Patients With Metastatic Colorectal Adenocarcinoma With Liver Predominant Disease,Abramson Cancer Center at Penn Medicine,Merck Sharp & Dohme LLC,INTERVENTIONAL,RECRUITING,PHASE2,Pembrolizumab|Odetiglucan,Colorectal Adenocarcinoma Metastatic in the Liver,2025-09-10,2027-09-01,2029-09-01,,2025-09-22,clinicaltrials.gov_api_v2
NCT07089992,MRK,A Study of Pembrolizumab in People With Ultra-Rare Sarcomas,URSa-1: A Minibasket Study of Pembrolizumab in Ultra-Rare Sarcomas,Memorial Sloan Kettering Cancer Center,Merck Sharp & Dohme LLC,INTERVENTIONAL,RECRUITING,PHASE2,Pembrolizumab,Sarcoma,2025-12-04,2028-12-01,2028-12-01,,2025-12-16,clinicaltrials.gov_api_v2
NCT07158918,MRK,"ABL103 in Combination With Pembrolizumab, With or Without Taxane in Advanced or Metastatic Solid Tumors","A Multicenter, Open-label, Phase 1b/2 Trial of ABL103, a Bispecific Antibody of B7-H4 and 4-1BB, in Combination With Pembrolizumab With/Without Taxane in Subjects With Selected, Progressive, Locally Advanced (Unresectable) or Metastatic Solid Tumors","ABL Bio, Inc.",Merck Sharp & Dohme LLC,INTERVENTIONAL,RECRUITING,PHASE1|PHASE2,ABL103|KEYTRUDA® (pembrolizumab)|Taxane,Solid Tumors,2025-08-06,2027-12-02,2027-12-02,,2025-09-08,clinicaltrials.gov_api_v2
NCT07166601,MRK,M0324 as Monotherapy and in Combination With Pembrolizumab or Chemotherapy in Participants With Selected Advanced Solid Tumors,"An Open Label, Multicenter, Phase 1 Study to Evaluate the Safety, Tolerability, and Pharmacokinetic/Pharmacodynamic Profile of M0324, a Bispecific (MUC-1 x CD40) Antibody as Monotherapy, in Combination With Pembrolizumab, and in Combination With Chemotherapy, in Participants With Selected Advanced Solid Tumors","EMD Serono Research & Development Institute, Inc.","Merck KGaA, Darmstadt, Germany",INTERVENTIONAL,RECRUITING,PHASE1,M0324|M0324|Pembrolizumab|mFOLFIRINOX,Advanced Solid Tumor,2025-10-10,2029-02-23,2029-02-23,,2026-02-18,clinicaltrials.gov_api_v2
NCT07187778,MRK,Phase II Trial of Single Agent Belzutifan or Pembrolizumab Versus Combination as Neoadjuvant Therapy in Clear Cell Renal Cell Carcinoma (BLAZE),Phase II Trial of Single Agent Belzutifan or Pembrolizumab Versus Combination as Neoadjuvant Therapy in Clear Cell Renal Cell Carcinoma (BLAZE),M.D. Anderson Cancer Center,Merck Sharp & Dohme LLC,INTERVENTIONAL,RECRUITING,PHASE2,Pembrolizumab|Belzutifan,Clear Cell Renal Cell Carcinoma,2025-12-19,2027-07-19,2029-07-19,,2026-01-05,clinicaltrials.gov_api_v2
NCT07190248,MRK,A Clinical Study of Calderasib (MK-1084) and Other Treatments for Participants With Non-Small Cell Lung Cancer (MK-1084-007/KANDLELIT-007),"A Phase 3, Randomized, Open-label, Multicenter Clinical Study to Evaluate the Safety and Efficacy of MK-1084 in Combination With Subcutaneous Pembrolizumab and Berahyaluronidase Alfa (MK-3475A) Versus MK-3475A in Combination With Pemetrexed/Platinum (Carboplatin or Cisplatin) Chemotherapy as First-line Treatment of Participants With KRAS G12C-Mutant, Advanced or Metastatic Nonsquamous NSCLC (KANDLELIT-007)",Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE3,Calderasib|Pembrolizumab (+) Berahyaluronidase alfa|Pemetrexed|Cisplatin|Carboplatin,Non-small Cell Lung Cancer,2025-10-08,2029-12-07,2032-08-06,,2026-04-03,clinicaltrials.gov_api_v2
NCT07216703,MRK,A Clinical Study of Sacituzumab Tirumotecan (MK-2870) in Combination With Pembrolizumab (MK-3475) as First-line Maintenance Treatment of Cervical Cancer (MK-2870-036/TroFuse-036/GOG-3123/ENGOT-cx22),"A Phase 3, Randomized, Open-label, Multicenter Study to Evaluate the Efficacy and Safety of Sacituzumab Tirumotecan (MK-2870) in Combination With Pembrolizumab With or Without Bevacizumab Compared With Standard of Care as Firstline Maintenance Treatment for Participants With Persistent, Recurrent, or Newly Diagnosed Metastatic Cervical Cancer With PD-L1 CPS Greater Than or Equal to 1 (TroFuse-036/GOG-3123/ENGOT-cx22)",Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE3,Pembrolizumab|Sacituzumab Tirumotecan|Bevacizumab|Paclitaxel|Cisplatin|Carboplatin|Rescue Medications,Cervical Cancer,2026-01-19,2031-10-29,2031-10-29,,2026-03-20,clinicaltrials.gov_api_v2
NCT07221474,MRK,A Study of V940/Placebo + Pembrolizumab and Chemotherapy in Metastatic Squamous Non-Small Cell Lung Cancer (V940-013),"A Phase 2, Randomized, Double-Blind, Placebo-Controlled Study of V940 in Combination With Pembrolizumab and Chemotherapy as First-Line Treatment for Participants With Metastatic Squamous NSCLC (INTerpath-013)",Merck Sharp & Dohme LLC,"ModernaTX, Inc.",INTERVENTIONAL,RECRUITING,PHASE2,V940|Pembrolizumab|Carboplatin|Paclitaxel|Nab-paclitaxel|Placebo,Squamous Non-small Cell Lung Cancer,2025-12-12,2029-07-02,2031-05-06,,2026-03-30,clinicaltrials.gov_api_v2
NCT07232602,MRK,KEYMAKER-U04 Substudy 04D: A Clinical Study of New Treatments Given With Enfortumab Vedotin and Pembrolizumab in People With Urothelial Cancer (MK-3475-04D/KEYMAKER-U04),A Phase 1/2 Open-Label Rolling-Arm Umbrella Platform Study of Investigational Agents in Combination With Enfortumab Vedotin Plus Pembrolizumab as First-Line Treatment in Participants With Locally Advanced or Metastatic Urothelial Carcinoma: KEYMAKER-U04-Substudy 04D,Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE1|PHASE2,MK-3120|EV|Pembrolizumab|Rescue Medication,Bladder Cancer,2026-02-09,2030-10-18,2030-10-18,,2026-04-02,clinicaltrials.gov_api_v2
NCT07244393,MRK,Lutetium (177Lu) DGUL Combined With Pembrolizumab in Metastatic Castration-Resistant Prostate Cancer,A Phase 1 Clinical Trial to Evaluate the Safety and Preliminary Efficacy of Lutetium (177Lu) DGUL in Combination With Pembrolizumab in Patients With Metastatic Castration-Resistant Prostate Cancer (IGNITE Trial),"Cellbion Co., Ltd.",Merck Sharp & Dohme LLC,INTERVENTIONAL,NOT_YET_RECRUITING,PHASE1,Lutetium (177Lu) DGUL|Pembrolizumab,Metastatic Castration-resistant Prostate Cancer (mCRPC),2025-12-01,2029-04-01,2029-04-01,,2025-11-24,clinicaltrials.gov_api_v2
NCT07247110,MRK,A Clinical Study of MK-4716 in People With Certain Solid Tumors (MK-4716-001),"A Phase 1, Open-Label, Multicenter Study to Assess Safety, Tolerability, Pharmacokinetics, and Efficacy of MK-4716 as Monotherapy and as Part of Combination Therapy in Participants With KRAS-Altered Advanced or Metastatic Solid Tumors",Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE1,MK-4716|Pembrolizumab|Cetuximab,Malignant Neoplasm,2025-12-16,2030-12-01,2030-12-01,,2026-04-02,clinicaltrials.gov_api_v2
NCT07252739,MRK,KEYMAKER-U01 Substudy 01J: A Study of Pembrolizumab Plus MK-1084 in Participants With Non-Small Cell Lung Cancer (NSCLC) With Kirsten Rat Sarcoma Viral Oncogene Homolog (KRAS) G12C Mutations (MK-3475-01J/KEYMAKER-U01J),KEYMAKER-U01 Substudy 01J: A Randomized Phase 2 Umbrella Study With Rolling Arms of Investigational Agents for First-line Treatment of Participants With Advanced or Metastatic Nonsquamous Non-small Cell Lung Cancer (NSCLC) With KRAS G12C Mutations,Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE2,MK-1084|Pembrolizumab|Cetuximab|Carboplatin|Pemetrexed,Malignant Neoplasm,2025-12-19,2033-01-14,2033-01-14,,2026-03-31,clinicaltrials.gov_api_v2
NCT07262619,MRK,"EIK1005-002: A Clinical Research Study Evaluating EIK1005, a Werner Helicase Inhibitor, as Monotherapy and in Combination With Pembrolizumab in Participants With Advanced Solid Tumors Including Microsatellite Instability High (MSI-H) Tumors","A Multicenter, Multi-Part, Phase 1/2 Study of EIK1005 as Monotherapy and in Combination With Pembrolizumab in Participants With Advanced Solid Tumors, Including Checkpoint Inhibitor Naïve Participants With Microsatellite Instability High (MSI-H) or Mismatch Repair Deficient (dMMR) Tumors",Eikon Therapeutics,Merck Sharp & Dohme LLC,INTERVENTIONAL,RECRUITING,PHASE1|PHASE2,EIK1005|pembrolizumab (KEYTRUDA® ),Advanced Solid Tumors|MSI-H or dMMR Advanced Solid Tumors|MSI-H/dMMR Gastric Cancer|MSI-H/dMMR Colorectal Cancer|MSI-H/dMMR Gastroesophageal-junction Cancer|Endometrial Cancer|Mismatch Repair Deficient or MSI-High Solid Tumors,2026-01-22,2029-03-01,2029-03-01,,2026-03-02,clinicaltrials.gov_api_v2
NCT07267338,MRK,Pembrolizumab + MRGOO3 as Neoadjuvant in NPC,"Pembrolizumab Combined With MRG-003 as Neoadjuvant Treatment of EBV- Associated Locoregionally Advanced Nasopharyngeal Carcinoma: A Single-arm, Single-center, Prospective Phase II Trial","Union Hospital, Tongji Medical College, Huazhong University of Science and Technology","Merck Sharp & Dohme LLC|Lepu Medical Technology (Beijing) Co., Ltd.",INTERVENTIONAL,NOT_YET_RECRUITING,PHASE2,Pembrolizumab & MRG003,NPC|Locoregionally Advanced Nasopharyngeal Carcinoma,2026-06-01,2027-12-01,2029-06-01,,2025-12-05,clinicaltrials.gov_api_v2
NCT07276880,MRK,"Preoperative Chemotherapy, Pembrolizumab and Low or High Dose RADiation in an Expansion Cohort of Node(+), Triple Negative Breast Cancer","Preoperative Chemotherapy, Pembrolizumab and Low or High Dose RADiation in an Expansion Cohort of Node(+), Triple Negative Breast Cancer",UNC Lineberger Comprehensive Cancer Center,National Cancer Institute (NCI)|Merck Sharp & Dohme LLC,INTERVENTIONAL,NOT_YET_RECRUITING,PHASE2,Neoadjuvant Pembrolizumab|low dose neoadjuvant boost|High dose neoadjuvant boost,Breast Cancer|Triple Negative Breast Cancer (TNBC)|HER2-Negative Breast Carcinoma|Node-positive Breast Cancer,2026-03-01,2027-11-01,2032-01-01,,2026-03-03,clinicaltrials.gov_api_v2
NCT07302347,MRK,A Study of Pembrolizumab in Japanese Pediatric Participants With Solid Tumors or Lymphomas and Japanese Adult Participants With Merkel Cell Carcinoma (MK-3475-G21/KEYNOTE-G21),"A Phase I/II Study of Pembrolizumab (MK-3475) in Japanese Pediatric Participants With Specific Solid Tumors or Lymphomas, or in Japanese Adult Participants With Advanced Merkel Cell Carcinoma (KEYNOTE-G21)",Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE1|PHASE2,Pembrolizumab,"Malignant Neoplasm|Carcinoma, Merkel Cell|Lymphoma",2026-03-31,2029-03-30,2029-12-31,,2026-03-03,clinicaltrials.gov_api_v2
NCT07327229,MRK,"A Phase Ib/II Study of ATG-022 Plus Pembrolizumab With/Without Chemotherapy in Participants With Claudin (CLDN) 18.2-positive, HER2-negative, Unresectable or Metastatic Gastric or Gastroesophageal Junction AdenocarcinomaUnresectable or Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma","A Phase Ib/II Study of ATG-022 Plus Pembrolizumab With/Without Chemotherapy in Participants With Claudin (CLDN) 18.2-positive, HER2-negative, Unresectable or Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma",Antengene Biologics Limited,Merck Sharp & Dohme LLC,INTERVENTIONAL,NOT_YET_RECRUITING,PHASE1|PHASE2,ATG-022|pembrolizumab/KEYTRUDA®|CAPOX,Unresectable or Metastatic Gastric or Gastroesophageal Junction Adenocarcinoma,2026-03-01,2027-09-30,2029-04-30,,2026-02-12,clinicaltrials.gov_api_v2
NCT07347210,MRK,Evaluation of UCPVax Vaccine +/- Pembrolizumab Combined With Standard Treatment as Adjuvant Therapy in Patients With Unmethylated MGMT Glioblastoma,Evaluation of UCPVax Vaccine +/- Pembrolizumab Combined With Standard Treatment as Adjuvant Therapy in Patients With Unmethylated MGMT Glioblastoma: a Randomized Phase II Trial,Centre Hospitalier Universitaire de Besancon,Merck Sharp & Dohme LLC,INTERVENTIONAL,NOT_YET_RECRUITING,PHASE2,UCPVax|Pembrolizumab|Temozolomide,Primary Glioblastoma,2026-01-01,2029-01-01,2029-07-01,,2026-01-16,clinicaltrials.gov_api_v2
NCT07365319,MRK,A Safety and Efficacy Study of EIK1001 in Combination With Pembrolizumab and Chemotherapy in Participants With Stage 4 Non-Small Cell Lung Cancer.,"A Global, Multicenter, Randomized, Double-Blind, Placebo-Controlled, Phase 2/3 Study of EIK1001 in Combination With Pembrolizumab and Chemotherapy in Participants With Stage 4 Non-Small Cell Lung Cancer (TeLuRide-008).",Eikon Therapeutics,Merck Sharp & Dohme LLC,INTERVENTIONAL,NOT_YET_RECRUITING,PHASE2|PHASE3,EIK1001|Pembrolizumab (KEYTRUDA®)|Placebo|Paclitaxel + Carboplatin|Nab-paclitaxel + Carboplatin|Pemetrexed + Cisplatin /Carboplatin,Non Small Cell Lung Cancer (Squamous or Non Squamous)|Stage 4 NSCLC,2026-05-18,2035-12-31,2040-12-31,,2026-01-26,clinicaltrials.gov_api_v2
NCT07368985,MRK,Pembrolizumab and Lenvatinib in Patients With High Risk Locally Advanced Cervix Cancer,A Phase II Single Arm Open Label Study of Pembrolizumab and Lenvatinib in Patients With High Risk Locally Advanced Cervix Cancer: an EMBRACE High Risk Study Initiative,Prof. Dr. Remi A. Nout,Merck Sharp & Dohme LLC,INTERVENTIONAL,NOT_YET_RECRUITING,PHASE2,pembrolizumab and lenvatinib,"Cervical Cancer by FIGO Stage 2018|Squamous Cell Carcinoma FIGO 2018 Stage IIIA, IIIB, IIIC1-IIIC2|Adenocarcinoma or Adeno-squamous Carcinoma Stage IB3-IIIC2",2026-03-01,2029-10-01,2029-10-01,,2026-01-27,clinicaltrials.gov_api_v2
NCT07431827,MRK,MK-3475A±MK-1084 in Completely Resected Stage IIA-IIIB (N2) KRAS G12Cm NSCLC (MK-1084-013),"A Phase 3, Randomized, Double-blind Study of Adjuvant MK-1084 Plus Subcutaneous Pembrolizumab and Berahyaluronidase Alfa (MK-3475A) Versus Adjuvant Placebo Plus MK-3475A in Participants With Completely Resected Stage IIA-IIIB (N2), KRAS G12C-mutant Non-small Cell Lung Cancer Following Receipt of Either Neoadjuvant Pembrolizumab Plus Chemotherapy or Adjuvant Chemotherapy (KANDLELIT-013)",Merck Sharp & Dohme LLC,,INTERVENTIONAL,RECRUITING,PHASE3,MK-1084|MK-3475A|Placebo,Non-small Cell Lung Cancer,2026-03-18,2039-10-26,2039-10-26,,2026-04-03,clinicaltrials.gov_api_v2
NCT07469774,MRK,BC3195 in Combination With Pembrolizumab in Participants With Locally Advanced or Metastatic Solid Tumors,"A Phase 1/2, Open-Label, Dose Escalation and Expansion Study to Evaluate the Safety, Tolerability, Pharmacokinetics (PK), and Preliminary Efficacy of BC3195 in Combination With Pembrolizumab in Participants With Locally Advanced or Metastatic Solid Tumors","Biocity Biopharmaceutics Co., Ltd.",Merck Sharp & Dohme LLC,INTERVENTIONAL,NOT_YET_RECRUITING,PHASE1|PHASE2,BC3195|Pembrolizumab/KEYTRUDA®,Locally Advanced or Metastatic Solid Tumors,2026-03-17,2027-12-31,2028-12-31,,2026-03-13,clinicaltrials.gov_api_v2
